"id","trial_number","rt","response","attempt","correct","incorrect","ssd","answer","task","stop","rt_z","ssd_z"
2,116,133.4,"Left",1,1,0,300,"Left","NoStop",0,-0.794453934492395,0.748597650703193
2,117,1199.822,"NoGo",NA,1,0,300,"NoGo","Stop",1,2.5008935996873,0.748597650703193
2,118,161.3,"Left",1,0,1,350,"NoGo","Stop",1,-0.708240225281957,1.06143599173593
2,119,231.3,"Left",1,1,0,300,"Left","NoStop",0,-0.491933427979783,0.748597650703193
2,120,220.8,"Right",1,1,0,300,"Right","NoStop",0,-0.524379447575109,0.748597650703193
2,121,419,"Left",1,1,0,300,"Left","NoStop",0,0.0880777985004738,0.748597650703193
2,122,158.5,"Left",1,1,0,300,"Left","NoStop",0,-0.716892497174044,0.748597650703193
2,123,218.2,"Right",1,1,0,300,"Right","NoStop",0,-0.532413700046333,0.748597650703193
2,124,142.5,"Left",1,1,0,300,"Left","NoStop",0,-0.766334050843112,0.748597650703193
2,125,1200.163,"NoGo",NA,1,0,300,"NoGo","Stop",1,2.50194732279987,0.748597650703193
2,126,104.3,"Left",1,1,0,350,"Left","NoStop",0,-0.884375760228012,1.06143599173593
2,127,57.89999998,"Left",1,1,0,350,"Left","NoStop",0,-1.02775626593011,1.06143599173593
